"ì˙éû","âÔàıID","ÉâÅ[ÉÅÉì","ë÷Ç¶ã ","ë÷Ç¶ì˜","ÉrÅ[Éã","çdÇ≥","ëÿç›éûä‘"
2017-03-02 11:53:00,1680,1,0,0,0,"çd",10
2017-03-02 12:10:00,4524,1,0,0,0,"çd",12
2017-03-02 11:20:00,3049,1,1,0,0,"ÉoÉäçd",16
2017-03-02 12:46:00,4255,1,1,0,0,"ÉoÉäçd",12
2017-03-02 13:36:00,756,1,1,0,0,"ÉoÉäçd",16
2017-03-02 13:57:00,1015,1,1,0,0,"ÉoÉäçd",20
2017-03-02 12:42:00,3854,1,1,1,0,"ÉoÉäçd",14
2017-03-02 15:38:00,2190,1,1,0,0,"ÉoÉäçd",7
2017-03-02 12:03:00,4682,1,0,0,1,"ÉoÉäçd",15
2017-03-02 10:03:00,3726,1,1,0,0,"ÉoÉäçd",13
2017-03-02 12:50:00,3152,1,1,0,0,"ÉoÉäçd",14
2017-03-02 12:25:00,1510,1,1,1,0,"ÉoÉäçd",18
2017-03-02 11:24:00,4780,1,0,0,1,"ïÅí ",17
2017-03-02 12:08:00,4433,1,1,0,0,"ÉoÉäçd",12
2017-03-02 11:27:00,673,1,1,0,0,"ÉoÉäçd",17
2017-03-02 12:21:00,3735,1,0,0,0,"ÉoÉäçd",19
2017-03-02 12:40:00,4766,1,0,0,0,"ÉoÉäçd",17
2017-03-02 12:19:00,2891,1,0,0,0,"çd",8
2017-03-02 13:11:00,1053,1,1,0,0,"ÉoÉäçd",6
2017-03-02 10:28:00,3646,1,0,1,0,"ÉoÉäçd",7
2017-03-02 12:55:00,2201,1,2,0,0,"ÉoÉäçd",18
2017-03-02 11:19:00,3116,1,0,0,0,"ÉoÉäçd",14
2017-03-02 12:56:00,4836,1,0,0,0,"ïÅí ",9
2017-03-02 12:11:00,4966,1,0,0,0,"ÉoÉäçd",18
2017-03-02 11:35:00,4959,1,0,0,0,"çd",18
2017-03-02 10:22:00,4419,1,0,1,0,"ÉoÉäçd",8
2017-03-02 09:15:00,566,1,0,0,1,"çd",12
2017-03-02 12:03:00,2488,1,0,0,0,"çd",12
2017-03-02 14:59:00,3718,1,1,0,0,"ÉoÉäçd",11
2017-03-02 09:37:00,1830,1,1,0,0,"ÉoÉäçd",19
2017-03-02 13:19:00,2468,1,1,0,0,"ÉoÉäçd",12
2017-03-02 10:15:00,3171,1,0,0,0,"çd",7
2017-03-02 12:34:00,4362,1,0,0,1,"çd",8
2017-03-02 13:31:00,261,1,1,0,0,"ÉoÉäçd",7
2017-03-02 12:07:00,2339,1,2,0,0,"ÉoÉäçd",20
2017-03-02 12:09:00,655,1,2,0,0,"ÉoÉäçd",17
2017-03-02 13:59:00,4889,1,0,0,0,"ÉoÉäçd",20
2017-03-02 13:02:00,3440,1,2,0,0,"ÉoÉäçd",6
2017-03-02 12:45:00,491,1,0,0,0,"çd",15
2017-03-02 11:48:00,4745,1,2,0,0,"çd",17
2017-03-02 12:14:00,1001,1,0,0,0,"çd",6
2017-03-02 12:50:00,1220,1,1,0,0,"çd",13
2017-03-02 13:11:00,4712,1,0,0,0,"ÉoÉäçd",9
2017-03-02 13:58:00,4829,1,0,0,0,"çd",17
2017-03-02 12:24:00,1480,1,0,0,0,"ÉoÉäçd",17
2017-03-02 11:04:00,579,1,1,0,0,"ÉoÉäçd",12
2017-03-02 12:55:00,1301,1,1,0,0,"ÉoÉäçd",17
2017-03-02 13:06:00,4625,1,1,0,0,"çd",15
2017-03-02 12:25:00,3312,1,0,0,0,"çd",18
2017-03-02 13:23:00,135,1,0,0,0,"çd",18
2017-03-02 13:52:00,4635,1,0,0,0,"ÉoÉäçd",8
2017-03-02 11:30:00,2281,1,0,0,0,"ÉoÉäçd",20
2017-03-02 13:38:00,3636,1,0,0,0,"ÉoÉäçd",10
2017-03-02 12:34:00,3599,1,1,0,1,"ÉoÉäçd",19
2017-03-02 11:11:00,2220,1,1,0,0,"çd",16
2017-03-02 12:41:00,2513,1,1,0,0,"ÉoÉäçd",18
2017-03-02 14:03:00,340,1,0,0,0,"ÉoÉäçd",20
2017-03-02 13:57:00,2870,1,1,0,0,"ÉoÉäçd",16
2017-03-02 14:11:00,2650,1,3,0,0,"ÉoÉäçd",11
2017-03-02 12:23:00,4244,1,1,1,1,"çd",9
2017-03-02 12:39:00,3211,1,1,0,0,"çd",17
2017-03-02 12:47:00,2268,1,1,0,0,"ïÅí ",13
2017-03-02 11:37:00,362,1,0,0,0,"ÉoÉäçd",8
2017-03-02 12:25:00,2073,1,0,0,0,"ÉoÉäçd",15
2017-03-02 13:43:00,4922,1,1,0,0,"çd",14
2017-03-02 12:38:00,4788,1,1,0,0,"çd",12
2017-03-02 11:27:00,3273,1,2,0,0,"ÉoÉäçd",14
2017-03-02 13:34:00,3820,1,0,0,0,"ÉoÉäçd",15
2017-03-02 12:19:00,4215,1,1,0,0,"ÉoÉäçd",10
2017-03-02 11:53:00,1196,1,1,0,0,"ÉoÉäçd",11
2017-03-02 11:56:00,1668,1,1,0,0,"çd",17
2017-03-02 12:42:00,407,1,1,1,0,"ÉoÉäçd",8
2017-03-02 13:40:00,2255,1,1,0,0,"ÉoÉäçd",8
2017-03-02 13:14:00,2626,1,1,0,0,"ÉoÉäçd",9
2017-03-02 12:15:00,4702,1,0,0,0,"çd",16
2017-03-02 13:19:00,3977,1,2,0,0,"ïÅí ",20
2017-03-02 12:58:00,1665,1,1,0,0,"ÉoÉäçd",20
2017-03-02 10:45:00,1402,1,1,0,0,"ÉoÉäçd",13
2017-03-02 11:25:00,4719,1,2,0,0,"ÉoÉäçd",7
2017-03-02 14:50:00,3298,1,1,0,0,"ïÅí ",19
2017-03-02 11:54:00,2700,1,1,0,0,"ÉoÉäçd",15
2017-03-02 11:05:00,95,1,1,0,0,"ÉoÉäçd",8
2017-03-02 11:13:00,1134,1,1,0,1,"ÉoÉäçd",11
2017-03-02 12:10:00,4992,1,0,0,0,"çd",16
2017-03-02 13:03:00,2289,1,1,0,0,"ÉoÉäçd",20
2017-03-02 12:40:00,2297,1,0,0,0,"ÉoÉäçd",19
2017-03-02 11:35:00,392,1,0,0,0,"çd",8
2017-03-02 13:31:00,568,1,2,0,0,"ÉoÉäçd",20
2017-03-02 12:20:00,562,1,1,0,0,"ÉoÉäçd",8
2017-03-02 13:30:00,1093,1,0,1,1,"ÉoÉäçd",13
2017-03-02 12:04:00,3149,1,1,0,0,"ÉoÉäçd",18
2017-03-02 13:30:00,246,1,0,0,0,"ïÅí ",17
2017-03-02 13:58:00,1633,1,1,0,0,"ÉoÉäçd",6
2017-03-02 10:26:00,4747,1,1,0,0,"ÉoÉäçd",17
2017-03-02 11:36:00,2266,1,1,0,0,"ÉoÉäçd",14
2017-03-02 12:48:00,3939,1,0,0,0,"ïÅí ",18
2017-03-02 12:19:00,1427,1,1,0,0,"ÉoÉäçd",14
2017-03-02 11:12:00,2098,1,2,0,0,"çd",9
2017-03-02 10:44:00,1105,1,0,0,0,"ÉoÉäçd",7
2017-03-02 12:50:00,4186,1,1,0,0,"ÉoÉäçd",12
2017-03-03 12:59:00,2481,1,0,1,1,"çd",18
2017-03-03 12:23:00,1824,1,1,1,0,"ÉoÉäçd",6
2017-03-03 10:38:00,100,1,1,0,0,"ÉoÉäçd",9
2017-03-03 12:20:00,2454,1,0,0,0,"ïÅí ",13
2017-03-03 13:51:00,605,1,2,0,0,"ÉoÉäçd",18
2017-03-03 10:56:00,315,1,1,0,0,"çd",13
2017-03-03 11:18:00,2166,1,2,0,0,"ÉoÉäçd",14
2017-03-03 11:58:00,3790,1,0,0,1,"ÉoÉäçd",19
2017-03-03 13:22:00,1373,1,0,0,0,"ÉoÉäçd",12
2017-03-03 13:57:00,4824,1,1,0,0,"ÉoÉäçd",18
2017-03-03 13:42:00,1598,1,1,0,0,"ÉoÉäçd",12
2017-03-03 13:20:00,2341,1,0,0,1,"ÉoÉäçd",16
2017-03-03 11:14:00,4407,1,0,0,0,"ïÅí ",9
2017-03-03 12:25:00,265,1,0,0,0,"ÉoÉäçd",11
2017-03-03 11:57:00,4717,1,1,0,0,"çd",16
2017-03-03 09:51:00,433,1,0,0,0,"ÉoÉäçd",6
2017-03-03 11:32:00,315,1,1,0,0,"ÉoÉäçd",17
2017-03-03 13:49:00,4025,1,0,0,0,"çd",13
2017-03-03 13:34:00,4450,1,1,0,0,"ÉoÉäçd",11
2017-03-03 12:08:00,232,1,1,1,0,"çd",20
2017-03-03 11:52:00,236,1,1,0,0,"çd",10
2017-03-03 13:36:00,2587,1,0,0,1,"ïÅí ",15
2017-03-03 12:48:00,2301,1,1,0,0,"ÉoÉäçd",9
2017-03-03 13:47:00,4477,1,1,0,0,"ÉoÉäçd",14
2017-03-03 10:44:00,2652,1,1,0,0,"ÉoÉäçd",18
2017-03-03 13:18:00,2410,1,1,0,0,"ÉoÉäçd",19
2017-03-03 12:52:00,398,1,0,0,0,"ÉoÉäçd",9
2017-03-03 11:20:00,139,1,1,0,0,"ïÅí ",15
2017-03-03 13:12:00,830,1,2,0,0,"ÉoÉäçd",6
2017-03-03 11:57:00,1550,1,1,0,0,"ÉoÉäçd",18
2017-03-03 12:24:00,2099,1,1,0,0,"ÉoÉäçd",7
2017-03-03 13:51:00,4747,1,0,0,0,"ÉoÉäçd",15
2017-03-03 12:51:00,4915,1,1,0,0,"ÉoÉäçd",11
2017-03-03 12:28:00,1996,1,1,0,0,"ÉoÉäçd",9
2017-03-03 10:48:00,701,1,2,0,0,"ÉoÉäçd",15
2017-03-03 13:45:00,3495,1,1,0,0,"ÉoÉäçd",17
2017-03-03 14:18:00,421,1,1,0,0,"çd",17
2017-03-03 14:51:00,4210,1,1,0,0,"çd",10
2017-03-03 09:09:00,4839,1,2,0,0,"ÉoÉäçd",14
2017-03-03 13:20:00,2502,1,0,0,1,"ÉoÉäçd",17
2017-03-03 09:11:00,3786,1,1,1,0,"çd",13
2017-03-03 13:46:00,4724,1,1,0,0,"ÉoÉäçd",20
2017-03-03 12:24:00,4225,1,0,0,0,"çd",20
2017-03-03 12:01:00,3748,1,1,0,0,"ÉoÉäçd",10
2017-03-03 12:07:00,126,1,0,0,0,"ÉoÉäçd",9
2017-03-03 12:57:00,3153,1,1,0,0,"çd",14
2017-03-03 14:48:00,4185,1,0,0,0,"ÉoÉäçd",9
2017-03-03 11:45:00,2513,1,1,0,0,"ÉoÉäçd",20
2017-03-03 12:22:00,2688,1,1,0,0,"ÉoÉäçd",9
2017-03-03 12:04:00,415,1,1,0,0,"ÉoÉäçd",16
2017-03-03 11:04:00,4510,1,1,0,0,"ÉoÉäçd",10
2017-03-03 13:53:00,2550,1,1,1,0,"çd",7
2017-03-03 12:50:00,1798,1,1,0,0,"ÉoÉäçd",6
2017-03-03 11:18:00,2495,1,1,0,0,"ÉoÉäçd",14
2017-03-03 12:34:00,3654,1,1,0,0,"ÉoÉäçd",14
2017-03-03 12:13:00,1536,1,1,1,0,"çd",12
2017-03-03 11:15:00,993,1,1,0,0,"ÉoÉäçd",14
2017-03-03 13:17:00,2757,1,1,0,0,"ÉoÉäçd",20
2017-03-03 12:44:00,620,1,1,0,0,"ÉoÉäçd",6
2017-03-03 11:53:00,3724,1,0,0,0,"çd",10
2017-03-03 11:10:00,1736,1,1,0,0,"çd",7
2017-03-03 11:19:00,4600,1,0,0,0,"ÉoÉäçd",10
2017-03-03 13:09:00,406,1,0,0,0,"ÉoÉäçd",8
2017-03-03 09:33:00,3600,1,1,0,0,"ÉoÉäçd",19
2017-03-03 12:42:00,4859,1,1,0,0,"ÉoÉäçd",8
2017-03-03 12:55:00,498,1,0,0,0,"çd",10
2017-03-03 11:43:00,2739,1,1,0,0,"ïÅí ",13
2017-03-03 13:36:00,3793,1,1,1,0,"Ç‚ÇÌÇﬂ",20
2017-03-03 10:49:00,2369,1,1,0,0,"ÉoÉäçd",16
2017-03-03 11:21:00,2431,1,1,0,0,"ïÅí ",17
2017-03-03 13:24:00,1909,1,1,0,0,"ÉoÉäçd",15
2017-03-03 13:23:00,3130,1,1,0,0,"ÉoÉäçd",11
2017-03-03 12:17:00,3955,1,1,0,0,"ÉoÉäçd",7
2017-03-03 14:44:00,1469,1,0,0,0,"ÉoÉäçd",18
2017-03-03 12:12:00,1414,1,1,0,0,"ïÅí ",7
2017-03-03 11:39:00,2870,1,1,0,0,"çd",13
2017-03-03 11:26:00,4738,1,1,0,1,"çd",20
2017-03-03 12:18:00,3068,1,0,0,0,"ÉoÉäçd",16
2017-03-03 14:20:00,1675,1,0,0,0,"ÉoÉäçd",11
2017-03-03 13:42:00,1670,1,1,0,0,"ÉoÉäçd",9
2017-03-03 12:45:00,1791,1,2,0,0,"ÉoÉäçd",19
2017-03-03 11:47:00,1686,1,0,0,0,"ÉoÉäçd",6
2017-03-03 13:53:00,4405,1,1,1,0,"ÉoÉäçd",8
2017-03-03 12:29:00,406,1,0,0,0,"çd",11
2017-03-03 12:22:00,3132,1,0,0,0,"ÉoÉäçd",15
2017-03-03 12:40:00,3878,1,1,1,0,"ÉoÉäçd",13
2017-03-03 12:40:00,3200,1,1,0,1,"ÉoÉäçd",11
2017-03-03 12:17:00,4402,1,1,0,0,"ÉoÉäçd",8
2017-03-03 13:44:00,58,1,1,0,0,"ÉoÉäçd",16
2017-03-03 12:24:00,4777,1,1,0,0,"ÉoÉäçd",17
2017-03-03 13:09:00,1856,1,0,1,0,"çd",18
2017-03-03 12:59:00,4195,1,1,0,0,"ÉoÉäçd",17
2017-03-03 12:09:00,3130,1,0,0,0,"ÉoÉäçd",6
2017-03-03 12:05:00,4189,1,1,0,0,"ÉoÉäçd",6
2017-03-03 10:14:00,4179,1,0,0,0,"ÉoÉäçd",7
2017-03-03 11:48:00,4385,1,1,0,0,"çd",10
2017-03-03 12:34:00,4812,1,1,0,0,"ÉoÉäçd",7
2017-03-03 12:04:00,4838,1,1,0,0,"ÉoÉäçd",18
2017-03-03 11:12:00,1413,1,0,0,0,"ÉoÉäçd",12
2017-03-03 11:57:00,3793,1,2,0,0,"ÉoÉäçd",8
2017-03-03 11:47:00,2692,1,0,0,0,"ÉoÉäçd",13
2017-03-03 13:47:00,3897,1,0,0,0,"ÉoÉäçd",6
2017-03-03 13:38:00,4604,1,1,0,0,"ÉoÉäçd",12
2017-03-03 14:29:00,3488,1,1,0,0,"ÉoÉäçd",10
2017-03-03 13:28:00,913,1,1,1,0,"ÉoÉäçd",8
2017-03-03 11:19:00,3819,1,0,0,0,"ÉoÉäçd",7
2017-03-03 14:51:00,2235,1,1,1,0,"ïÅí ",19
2017-03-03 12:23:00,226,1,0,0,0,"çd",18
2017-03-03 12:36:00,2104,1,1,1,0,"ÉoÉäçd",18
2017-03-03 11:56:00,3659,1,1,0,0,"ÉoÉäçd",8
2017-03-03 12:18:00,509,1,0,0,0,"çd",18
2017-03-03 12:05:00,2914,1,1,0,0,"ÉoÉäçd",8
2017-03-03 12:07:00,1477,1,0,0,0,"ÉoÉäçd",8
2017-03-03 10:42:00,497,1,1,0,0,"çd",16
2017-03-03 11:23:00,2850,1,2,0,0,"ÉoÉäçd",10
2017-03-03 10:48:00,246,1,0,0,0,"ÉoÉäçd",19
2017-03-03 12:23:00,2252,1,1,0,0,"ÉoÉäçd",14
2017-03-03 13:33:00,1696,1,1,0,0,"ÉoÉäçd",19
2017-03-03 12:45:00,3695,1,1,0,0,"çd",11
2017-03-03 11:07:00,1226,1,0,0,0,"ÉoÉäçd",13
2017-03-03 11:50:00,841,1,0,0,0,"ÉoÉäçd",14
2017-03-03 13:32:00,84,1,1,0,0,"ÉoÉäçd",16
2017-03-04 15:59:00,2018,1,1,0,1,"çd",22
2017-03-04 15:02:00,2500,1,1,1,0,"çd",17
2017-03-04 13:01:00,725,1,2,0,0,"ïÅí ",17
2017-03-04 16:48:00,3922,1,1,0,1,"çd",24
2017-03-04 08:28:00,2815,1,3,0,0,"ÉoÉäçd",25
2017-03-04 13:06:00,2682,1,1,0,1,"ïÅí ",24
2017-03-04 11:14:00,73,1,1,0,0,"çd",24
2017-03-04 10:55:00,3361,1,0,0,0,"çd",18
2017-03-04 13:46:00,2534,1,2,0,1,"ÉoÉäçd",12
2017-03-04 11:37:00,3,1,2,1,1,"çd",13
2017-03-04 12:56:00,2619,1,1,1,0,"çd",13
2017-03-04 15:23:00,3435,1,0,0,0,"ÉoÉäçd",19
2017-03-04 12:51:00,4786,1,2,1,0,"çd",13
2017-03-04 14:41:00,2713,1,1,0,0,"çd",10
2017-03-04 17:53:00,3065,1,2,0,0,"çd",9
2017-03-04 14:13:00,3851,1,0,0,0,"ïÅí ",11
2017-03-04 13:18:00,1830,1,1,0,0,"çd",12
2017-03-04 13:08:00,1554,1,0,0,0,"çd",11
2017-03-04 15:19:00,1437,1,1,0,1,"çd",20
2017-03-04 12:59:00,674,1,1,0,0,"çd",15
2017-03-04 10:23:00,98,1,0,0,0,"çd",11
2017-03-04 08:17:00,4149,1,0,0,1,"ÉoÉäçd",15
2017-03-04 18:43:00,3099,1,1,1,1,"ÉoÉäçd",15
2017-03-04 13:26:00,2070,1,1,0,1,"çd",17
2017-03-04 09:56:00,751,1,1,1,0,"ÉoÉäçd",19
2017-03-04 12:13:00,4659,1,1,1,1,"çd",14
2017-03-04 18:21:00,4671,1,1,0,0,"çd",11
2017-03-04 11:47:00,3033,1,0,1,0,"ïÅí ",20
2017-03-04 15:28:00,4297,1,1,0,0,"ÉoÉäçd",14
2017-03-04 14:21:00,1311,1,2,0,1,"çd",7
2017-03-04 11:22:00,2185,1,1,0,0,"çd",25
2017-03-04 11:07:00,4204,1,2,1,0,"ÉoÉäçd",25
2017-03-04 11:31:00,4573,1,2,1,1,"ïÅí ",14
2017-03-04 12:38:00,1601,1,0,0,0,"ÉoÉäçd",19
2017-03-04 11:14:00,1524,1,1,0,0,"ÉoÉäçd",10
2017-03-04 13:53:00,3604,1,1,0,0,"çd",18
2017-03-04 12:20:00,3776,1,2,0,1,"çd",21
2017-03-04 15:25:00,3942,1,0,0,1,"ÉoÉäçd",23
2017-03-04 12:31:00,1370,1,0,0,0,"çd",9
2017-03-04 13:50:00,3166,1,1,0,1,"çd",9
2017-03-04 13:52:00,4253,1,1,0,1,"ÉoÉäçd",14
2017-03-04 12:59:00,2117,1,3,1,1,"ïÅí ",21
2017-03-04 10:19:00,1623,1,2,1,0,"çd",8
2017-03-04 12:33:00,2205,1,1,0,0,"ÉoÉäçd",7
2017-03-04 12:39:00,4467,1,3,0,0,"çd",7
2017-03-04 18:57:00,1761,1,2,0,1,"ÉoÉäçd",23
2017-03-04 16:07:00,3382,1,1,0,0,"çd",8
2017-03-04 11:46:00,2209,1,0,0,0,"çd",7
2017-03-04 14:53:00,4487,1,0,0,1,"çd",23
2017-03-04 09:59:00,909,1,2,0,0,"çd",10
2017-03-04 14:13:00,1463,1,2,0,0,"ÉoÉäçd",18
2017-03-04 13:54:00,2344,1,0,0,0,"ÉoÉäçd",22
2017-03-04 19:05:00,2841,1,0,0,1,"ïÅí ",21
2017-03-04 11:33:00,1113,1,1,0,1,"ÉoÉäçd",8
2017-03-04 12:19:00,4130,1,1,0,1,"çd",20
2017-03-04 14:38:00,3806,1,0,0,0,"ÉoÉäçd",11
2017-03-04 15:11:00,1747,1,1,0,0,"ïÅí ",14
2017-03-04 14:40:00,2425,1,1,0,1,"çd",16
2017-03-04 09:53:00,2222,1,2,0,1,"ïÅí ",25
2017-03-04 15:27:00,3176,1,1,0,0,"çd",16
2017-03-04 16:36:00,2185,1,1,0,1,"ÉoÉäçd",21
2017-03-04 08:14:00,1804,1,0,0,0,"ÉoÉäçd",23
2017-03-04 15:48:00,2597,1,1,1,0,"ÉoÉäçd",14
2017-03-04 12:35:00,1457,1,1,1,1,"ÉoÉäçd",14
2017-03-04 09:35:00,4354,1,1,1,1,"ïÅí ",13
2017-03-04 10:44:00,1012,1,0,1,0,"ÉoÉäçd",12
2017-03-04 11:38:00,1438,1,1,0,1,"çd",13
2017-03-04 14:02:00,1438,1,1,1,0,"ïÅí ",14
2017-03-04 14:49:00,3208,1,1,1,1,"ÉoÉäçd",20
2017-03-04 12:59:00,1877,1,2,0,1,"çd",11
2017-03-04 10:39:00,3086,1,3,0,0,"çd",7
2017-03-04 12:51:00,4157,1,1,1,0,"çd",13
2017-03-04 12:48:00,215,1,1,1,1,"çd",7
2017-03-04 15:23:00,2172,1,1,1,0,"ÉoÉäçd",18
2017-03-04 12:19:00,1326,1,2,0,1,"ÉoÉäçd",25
2017-03-04 13:18:00,966,1,0,0,1,"ÉoÉäçd",7
2017-03-04 09:12:00,4764,1,1,1,1,"çd",15
2017-03-04 14:03:00,3676,1,2,0,1,"ïÅí ",25
2017-03-04 13:53:00,4137,1,0,0,1,"çd",13
2017-03-04 14:55:00,319,1,2,0,1,"ÉoÉäçd",15
2017-03-04 16:43:00,4717,1,0,0,1,"ïÅí ",16
2017-03-04 12:34:00,2360,1,2,0,0,"çd",21
2017-03-04 10:14:00,1145,1,2,1,1,"çd",19
2017-03-04 10:58:00,2886,1,1,1,1,"çd",24
2017-03-04 16:47:00,1674,1,1,1,0,"çd",21
2017-03-04 13:23:00,1008,1,0,0,0,"çd",18
2017-03-04 09:27:00,1802,1,0,0,0,"çd",25
2017-03-04 10:12:00,2914,1,0,1,1,"ÉoÉäçd",8
2017-03-04 13:40:00,4605,1,1,0,0,"ÉoÉäçd",18
2017-03-04 09:59:00,1971,1,3,1,1,"ÉoÉäçd",21
2017-03-04 12:47:00,2773,1,1,1,0,"ÉoÉäçd",23
2017-03-04 14:10:00,1535,1,1,0,0,"ÉoÉäçd",9
2017-03-04 15:50:00,371,1,1,0,1,"ïÅí ",15
2017-03-04 12:25:00,2803,1,1,0,1,"çd",25
2017-03-04 12:56:00,2733,1,1,1,1,"ÉoÉäçd",24
2017-03-04 13:44:00,924,1,1,1,1,"çd",14
2017-03-04 18:39:00,4201,1,1,0,0,"ÉoÉäçd",9
2017-03-04 07:03:00,55,1,0,0,0,"ÉoÉäçd",10
2017-03-04 13:31:00,1638,1,1,1,1,"çd",14
2017-03-04 11:35:00,1778,1,0,1,0,"ÉoÉäçd",23
2017-03-04 15:02:00,2425,1,1,1,0,"çd",24
2017-03-04 11:47:00,2886,1,0,0,1,"ÉoÉäçd",18
2017-03-04 16:44:00,399,1,1,1,0,"ÉoÉäçd",14
2017-03-04 17:31:00,3992,1,1,1,0,"çd",17
2017-03-04 09:58:00,1591,1,1,0,1,"çd",21
2017-03-04 12:55:00,1350,1,2,0,0,"ÉoÉäçd",19
2017-03-04 15:58:00,4719,1,1,0,0,"ïÅí ",17
2017-03-04 10:31:00,2419,1,2,1,0,"ÉoÉäçd",25
2017-03-04 12:52:00,1953,1,0,1,0,"çd",7
2017-03-04 16:08:00,2868,1,0,1,0,"çd",8
2017-03-04 12:55:00,3157,1,0,1,0,"ÉoÉäçd",22
2017-03-04 15:10:00,2760,1,1,1,0,"çd",10
2017-03-04 14:14:00,440,1,2,0,1,"çd",8
2017-03-04 14:29:00,2980,1,1,0,0,"ÉoÉäçd",15
2017-03-04 10:08:00,2891,1,0,0,1,"çd",7
2017-03-04 13:48:00,4823,1,1,1,0,"ÉoÉäçd",15
2017-03-04 14:58:00,2428,1,0,0,0,"ïÅí ",10
2017-03-04 10:24:00,14,1,2,0,0,"ÉoÉäçd",24
2017-03-04 14:50:00,2106,1,1,0,1,"çd",8
2017-03-04 11:15:00,4282,1,1,0,0,"ÉoÉäçd",7
2017-03-04 16:12:00,4274,1,1,1,0,"ÉoÉäçd",24
2017-03-04 10:23:00,2712,1,1,0,0,"ÉoÉäçd",13
2017-03-04 09:24:00,1258,1,1,0,1,"çd",23
2017-03-04 12:50:00,333,1,0,0,0,"ÉoÉäçd",7
2017-03-04 16:50:00,1624,1,0,0,0,"çd",11
2017-03-04 12:34:00,4680,1,1,0,0,"çd",11
2017-03-04 13:18:00,2751,1,2,0,0,"ïÅí ",18
2017-03-04 11:15:00,3448,1,1,0,1,"çd",16
2017-03-04 12:41:00,1822,1,1,0,0,"çd",7
2017-03-04 10:54:00,1529,1,1,1,0,"ÉoÉäçd",23
2017-03-04 13:25:00,4295,1,2,0,0,"ïÅí ",18
2017-03-04 15:54:00,1500,1,1,0,1,"çd",24
2017-03-04 07:22:00,933,1,1,1,1,"çd",19
2017-03-04 15:37:00,267,1,1,0,0,"ÉoÉäçd",24
2017-03-04 13:52:00,2960,1,1,1,0,"ÉoÉäçd",22
2017-03-04 13:44:00,3409,1,2,0,1,"Ç‚ÇÌÇﬂ",10
2017-03-04 16:42:00,3723,1,1,1,0,"ÉoÉäçd",25
2017-03-04 14:06:00,4984,1,0,0,0,"çd",23
2017-03-04 13:26:00,1920,1,0,0,1,"ïÅí ",15
2017-03-04 13:06:00,4819,1,1,0,1,"çd",15
2017-03-04 14:22:00,2374,1,0,0,0,"ÉoÉäçd",19
2017-03-04 15:46:00,58,1,0,1,0,"ÉoÉäçd",15
2017-03-04 10:14:00,3455,1,1,0,1,"ÉoÉäçd",8
2017-03-04 15:14:00,2280,1,1,0,1,"ÉoÉäçd",11
2017-03-04 16:40:00,4184,1,1,0,0,"ïÅí ",15
2017-03-04 11:31:00,2403,1,2,0,0,"çd",17
2017-03-04 14:36:00,224,1,0,0,1,"çd",10
2017-03-04 14:30:00,2018,1,3,0,1,"çd",15
2017-03-04 15:23:00,2018,1,1,0,1,"çd",22
2017-03-04 14:56:00,2584,1,1,0,1,"çd",15
2017-03-05 15:06:00,2381,1,0,0,0,"çd",21
2017-03-05 12:15:00,1583,1,0,0,0,"çd",15
2017-03-05 13:20:00,2403,1,2,1,1,"çd",13
2017-03-05 13:08:00,3281,1,0,0,1,"ÉoÉäçd",9
2017-03-05 15:39:00,1237,1,2,0,0,"çd",21
2017-03-05 10:52:00,1733,1,0,0,1,"ÉoÉäçd",19
2017-03-05 12:47:00,1775,1,0,0,0,"çd",24
2017-03-05 12:32:00,228,1,1,1,0,"çd",13
2017-03-05 12:25:00,2690,1,2,0,0,"ÉoÉäçd",19
2017-03-05 14:37:00,4024,1,0,1,1,"ÉoÉäçd",24
2017-03-05 11:27:00,1539,1,2,0,0,"çd",9
2017-03-05 12:06:00,2004,1,2,1,1,"ÉoÉäçd",22
2017-03-05 12:02:00,1317,1,1,0,1,"ÉoÉäçd",18
2017-03-05 10:16:00,3511,1,2,0,0,"çd",12
2017-03-05 15:53:00,4682,1,0,0,0,"ÉoÉäçd",12
2017-03-05 13:33:00,2901,1,0,0,0,"ÉoÉäçd",9
2017-03-05 13:32:00,51,1,1,1,1,"ïÅí ",15
2017-03-05 18:12:00,2473,1,1,1,1,"çd",12
2017-03-05 14:36:00,3030,1,2,1,0,"çd",8
2017-03-05 20:55:00,4163,1,2,0,0,"ïÅí ",22
2017-03-05 10:11:00,2291,1,2,0,1,"ïÅí ",12
2017-03-05 11:38:00,2752,1,0,1,1,"çd",9
2017-03-05 12:42:00,441,1,1,0,1,"ÉoÉäçd",15
2017-03-05 10:04:00,599,1,1,1,1,"çd",20
2017-03-05 14:57:00,3103,1,1,1,1,"çd",7
2017-03-05 14:01:00,1217,1,0,1,0,"çd",21
2017-03-05 16:31:00,117,1,1,1,1,"ÉoÉäçd",25
2017-03-05 12:39:00,2284,1,1,1,0,"çd",13
2017-03-05 11:59:00,754,1,2,0,1,"çd",15
2017-03-05 17:21:00,3135,1,0,0,0,"ÉoÉäçd",16
2017-03-05 13:28:00,383,1,2,1,1,"ÉoÉäçd",9
2017-03-05 17:41:00,2319,1,0,0,0,"çd",16
2017-03-05 12:57:00,1042,1,1,1,0,"çd",23
2017-03-05 14:44:00,2276,1,0,0,1,"ÉoÉäçd",19
2017-03-05 07:39:00,2805,1,1,0,1,"ïÅí ",17
